mw_bin_label,bin_start_kda,bin_end_kda,protein_count,marker_count,signaling_prefix_count,family_count,families,marker_genes,signaling_genes,examples_audit_families,audit_burden_score,audit_priority
194.0-196.0 kDa,194.0,196.0,14,0,0,1,Ubiquitin_proteasome,,,"Rbp, DIP2, Dmel\CG1494, ana1, Mur2B, Neurl4 [Ubiquitin_proteasome], Trf2, Dmel\CG6052, CG7696, Muc68E, cic, Oseg2, Dmel\CG10185, mute",1.45,routine
196.0-198.0 kDa,196.0,198.0,5,0,0,0,,,,"Nup153, Zcchc7, THADA, mxc, Dcr-2",0.25,routine
198.0-200.0 kDa,198.0,200.0,9,0,0,1,Ubiquitin_proteasome,,,"RhoGAP100F, LanB1, Remo, Ltn1 [Ubiquitin_proteasome], CG43867, Prosap, Usp32 [Ubiquitin_proteasome], Nrx-1, tyf",1.2,routine
200.0-202.0 kDa,200.0,202.0,8,0,0,1,Histones,,,"Ptp4E, mop, scrib, CadN2, Spt20, Cad74A, CG12973, gpp [Histones]",1.15,routine
202.0-204.0 kDa,202.0,204.0,8,0,0,1,Notch,,,"velo, Mcr, stum, BG:DS03323.1 [Notch], CG40500, rsh, CG12436, Kdm5",1.15,routine
204.0-206.0 kDa,204.0,206.0,11,0,0,0,,,,"gig, CdGAPr, rols, fab1, hlk, ZAP3, SLO2, fs(1)h, CG15607, peb, CG11460",0.55,routine
206.0-208.0 kDa,206.0,208.0,4,0,0,0,,,,"CG42286, Dmel\CG13991, clos, fs(1)M3",0.2,routine
208.0-210.0 kDa,208.0,210.0,11,0,0,1,Ubiquitin_proteasome,,,"didum, Spg11, Ubr1 [Ubiquitin_proteasome], Spt6, Dmel\CG15040, vir, Polr2A, anon-WO0140519.124, f, Gp210, Dlg5",1.3,routine
210.0-212.0 kDa,210.0,212.0,12,0,0,2,Insulin_PI3K_AKT_TOR; Protein_kinases,,,"Nup98-96, CG34048, Pi3K68D [Insulin_PI3K_AKT_TOR], Dmel\CG16779, Pura, Dmel\CG2861, eIF4G1, qin, CG34384, sti [Protein_kinases], tea, Chd1",2.1,routine
212.0-214.0 kDa,212.0,214.0,12,0,0,1,Ubiquitin_proteasome,,,"CG8858 [Ubiquitin_proteasome], cac, CG9487, e(y)3, Pcf11, Cngl, Hel89B, Gug, Dmel\CG18304, Nup188, hang, px",1.35,routine
214.0-216.0 kDa,214.0,216.0,7,0,0,2,Autophagy; Insulin_PI3K_AKT_TOR,,,"PAPLA1, rictor [Insulin_PI3K_AKT_TOR], RhoGEF64C, Atg2 [Autophagy], jv, tai, l(3)psg2",1.85,routine
216.0-218.0 kDa,216.0,218.0,7,0,0,0,,,,"BcDNA:GH04922, CG5521, Dscam4, Cad87A, Wdr81, sdt, ca",0.35,routine
218.0-220.0 kDa,218.0,220.0,6,0,0,0,,,,"PlexA, mim, Khc-73, mld, Dmel\CG13917, yl",0.3,routine
220.0-222.0 kDa,220.0,222.0,8,0,0,0,,,,"FBgn, Cad86C, garz, Sin3A, Stacl, Cda5, Cad88C, cana",0.4,routine
222.0-224.0 kDa,222.0,224.0,9,0,0,2,Actin_tubulin; Protein_phosphatases,,,"Dscam1, pps, Dmel\CG14200, Ptp10D [Protein_phosphatases], Spc105R, mtgo, t-Grip91 [Actin_tubulin], Dora, Camta",1.95,routine
224.0-226.0 kDa,224.0,226.0,13,0,0,1,Protein_kinases,,,"Mi-2, ldd, Mhc, Mur89F, Exn, Sbf, Dmel\CG15824, dop [Protein_kinases], Trpm, ana3, Lrp4, msps, CG10020",1.4,routine
226.0-228.0 kDa,226.0,228.0,8,0,0,1,RAS_ERK_MAPK,,,"Rab3-GEF [RAS_ERK_MAPK], eIF4G2, cno, shtd, Tmc, Dscam2, Dmel\CG5937, Cep290",1.15,routine
228.0-230.0 kDa,228.0,230.0,5,0,0,1,Protein_phosphatases,,,"Dscam3, E(Pc), Lar [Protein_phosphatases], CG6947, PolQ",1.0,routine
